StationName,Latitude,Longitude
BHATON KI GALI,27.105646,75.712919
HANUMANGARH TOWN,29.57422054549568,74.33120188303292
SARDARNAGAR,26.700859,83.494054
GIRIDIH,24.1822559,86.3146452
CHAURI CHAURA,26.673882,83.545894
KOMATIPALLI,18.023547297,79.5158922174
HASANPARTHI RD,18.078262,79.50184999999999
GAGARIYA,25.741083,70.734877
NONAPAR,26.353209,83.969786
MAIRWA,26.240309,84.151979
TIRUPPUR KULIPALAYAM,11.1440279246,77.3893135876
PARLI,10.800415,76.559421
AGARTALA,23.792417,91.278481
MANKARAI,10.771526,76.500232
LAKKITI,10.753217,76.434467
PALAPPURAM,10.7525187905,76.398385813
OTTAPPALAM,10.770046,76.377993
MANNANUR,10.749322,76.323555
JIRADEI,26.220819,84.256142
SIWAN JN,26.210724000000003,84.359267
PACHRUKHI,26.162628,84.415667
DURAUNDHA JN,26.086973,84.45894600000001
CHAINWA,26.022117,84.49649600000001
POKRAN,26.930571,71.923129
ODHANIYA CHACHA,26.972848,71.718687
EKMA,25.967099,84.53637
DAUDPUR,25.90709,84.591425
KOPA SAMHOTA,25.851866,84.65281399999999
BITHAULI,25.817069,85.29179
GAURI BAZAR,26.594934,83.667801
BAITALPUR,26.5526634,83.7385572
DEORIA SADAR,26.5076811676,83.7819590961
NUNKHAR,26.425483,83.880179
AGOMONI,26.225947,89.786242
BHANDUP,19.14200998,72.93723505
AMRITSAR JN,31.631512,74.858025
MULLURKARA,10.705843,76.271415
WADAKANCHERI,10.648956,76.237041
SURATGARH JN,29.324152,73.90724800000001
SONDAD,21.079845,80.094149
KAYAMSAR,28.125576,75.000562
ALIYABAD,16.878268000000002,75.758306
MUNABAO,25.742614,70.276543
CHILIKIDARA,21.243022,85.827112
KOLAYAT,27.835319,72.95507400000001
CHALSA JN,26.882215,88.798213
CARRON,26.880279,88.9704
ITARSI F CABIN,22.61521,77.774856
CHANDANPAHARI,24.404224,86.953082
MIDGHAT,22.828141,77.647526
BANDAKPUR,23.848206,79.575956
CHHOTA GUDHA,27.293803,75.599508
CHOKA,22.864326,77.638968
MORADABAD,28.831621,78.765801
ISRANA,29.291379,76.85285999999999
KARACHIYA YARD,22.380046,73.132981
BAJVA,22.3662226,73.1431251
KOLLIDAM,11.332713,79.718347
OSHI,,
CHANDERIYA,24.939558,74.629979
CHARKHARI ROAD,25.307556,79.74565299999999
BHATNI JN,26.381257,83.934035
COSSIMBAZAR,24.122264,88.266903
VAREDIYA,21.85838,73.048979
NABIPUR,21.807541,73.030592
KTTY,,
CHAVAJ,21.753134000000003,73.010489
ANKLESHWAR JN,21.623889,73.000633
CHANDRANATHPUR,24.984962,92.716658
PANOLI,21.535197,72.978371
CHANDAWAL,25.946542716,73.86881457700001
BHESANA,25.82438,73.7180903
HATHURAN,21.501091,72.969512
COROMANDEL,12.97518,78.257278
KUDSAD,21.37682,72.91647999999999
SAYAN,21.317203,72.890287
MAKRANDPUR,28.213407,79.290097
GOTHANGAM,21.294043,72.880104
MULANGUNNATHUKAVU,10.596939,76.207809
CHANAKYAPURI,28.591905,77.172004
UTRAN,21.232602,72.85479600000001
SURAT,21.206568,72.840793
UDHNA JN,21.171156,72.851461
VALIVERU,16.188934,80.605456
MARAMPALLI,16.843925,81.63387399999999
NIDADAVOLU JN,16.898297,81.67550399999999
GUDMA,21.416128,80.287678
BHUPDEOPUR,21.97503504,83.25998102000001
RAIGARH,21.891289,83.39067
KOTARLIA,21.883182,83.482238
CHETTINAD,10.160613,78.775924
SHERPUR,28.919358,78.25287
NAVSARI,20.946851,72.914294
JALALABAD,30.60775,74.268446
DAM DIM,26.859243000000003,88.67133299999999
CHITROD,23.417869,70.655356
CHOMUN SAMOD,27.158223,75.70272
DHULKOT,30.395686,76.78753499999999
KANWAR,25.7036520692,81.21464405030001
CHANDAULI MJHWR,25.261093,83.267724
IGPX,,
KHAGA,25.761853,81.102658
KATOGHAN,25.730035,81.16560600000001
ATHSARAI,25.678728805,81.2620300824
CARMELARAM,12.907633,77.706014
CHANDAR,15.264834,74.047794
CHIMIDIPALLI,18.262764,83.07686199999999
VINDHYACHAL,25.1607717,82.5020212
TISUA,28.136577,79.58628900000001
THASRA,22.797769,73.221682
GHAGHARA GHAT,27.1026834977,81.5033135022
BABHNAN,26.938525,82.500127
CHILWARIYA,27.487001000000003,81.69873199999999
OKAC,,
GAUR,26.913411,82.56115799999999
TINICH,26.882281000000003,82.639707
BHATPAR RANI,26.3104766,84.03310139999999
TURKI,26.034431,85.354709
RAM DAYALU NAGAR,26.097367,85.38359600000001
BHITAURA,28.469954,79.306506
PARSA KHERA,28.433371,79.34185199999999
CHANETI,28.3087958495,79.42916573
BILPUR,28.083668,79.62578099999999
MIRANPUR KATRA,28.03708,79.674809
MILAKPUR HALT,27.988261374,79.71796182739999
TILHAR,27.972984,79.741776
CHIRAKKAL,11.911049,75.353696
PUNKUNNAM,10.535054,76.20943
THRISUR,10.51479,76.207919
CHAMARAJANAGAR,11.934891,76.932807
CHAMARAJAPURAM,12.29844,76.637861
BARKHERA,22.917359,77.649646
OBAIDULLA GANJ,22.994912,77.587299
ANCHELI,20.845167,72.944978
CHORVAD ROAD,21.055196,70.290734
CHIKALTHANA,19.859565,75.402851
BHARATKUND,26.6360965,82.12739309999999
DHARIWAL,31.949113,75.32156499999999
SARAI,25.779962,85.27660900000001
CHANDIPOSI,22.068677,84.915988
CHUDAWA,19.1803282622,77.1169303369
DHUBRI,26.023137,89.977952
PANIPAT JN,29.388948,76.96379300000001
CHANDPUR SIAU HALT,29.13201,78.27585499999999
CHANOL,22.427916,70.53884199999999
CHAK SIKANDAR,25.6767202377,85.365246145
CHARPOKHARI HALT,25.3615157718,84.487603186
VARANGAON,21.0097131944,75.9006577881
DHANG,26.7174,85.353298
CHARAUD,29.0094584,75.6466632
BORTALAO,21.218301,80.626207
KHARSIA,21.99178,83.102414
ROBERTSON,21.988744,83.182508
CHAPARMUKH JN,26.202272,92.511718
CHHINTANWALA,30.365958000000003,76.014229
CHITRADURG,14.231154,76.386431
AMBAV,,
MODUKURU,16.124988000000002,80.58380799999999
TSUNDURU,16.157497,80.58648699999999
NAVABPALEM,16.831606,81.606702
N MAYURBHANJ ROAD,21.666901,87.038724
BASTA,21.7029241,87.0637831
CHHOTA UDEPUR,22.314788,74.014286
DIGBOI,27.383483,95.616982
CHONDI,19.430619765,77.1556666229
CHANNASANDRA,13.0109407208,77.6629705685
PALAKKAD,10.802091,76.641926
MINDHA,27.112061,75.33241
DABHODA,23.168331,72.748038
DHABAN,29.859997,74.54288000000001
DABLI RATHAN,29.542416,74.19093000000001
SIDDHPUR,23.918067,72.367959
ARIGADA,23.643461,85.466475
CHHATAINI,23.994088,81.287323
KATANGI KHURD,23.7758696073,80.48673398129999
CHORAL,22.450677,75.94413499999999
AMBASSA,23.930507,91.860783
NAVALPURA,23.289155,73.19955399999999
DABKA,21.361353,76.720809
CHAMPAPUKUR,22.656634,88.80796000000001
NAYA AZADPUR,28.714564,77.166876
ADARSH NAGAR DELHI,28.714205,77.16670699999999
CHURU,28.288281,74.966203
BADLI,28.7468,77.1377425
KHERA KALAN,28.769718,77.115838
HOLAMBI KALAN,28.801187,77.102334
NARELA,28.846886,77.085727
CHHINDWARA JUNCTION,22.058201,78.953212
RATHDHANA,28.904132,77.05914800000001
CHANDANATTOP HALT,8.932478000000001,76.64532
HARANA KALAN,28.945425,77.039135
SONIPAT,28.989423,77.017343
SANDAL KALAN,29.063432,77.012589
RAJLU GARHI,29.090744,77.012109
GANAUR,29.130776,77.01074999999999
BHODWAL MAJRI,29.1852092,77.0082364
SAMALKHA,29.240172,77.003034
DIWANA,29.318564,76.980194
BABARPUR,29.449652,76.966178
KOHAND,29.494782,76.968758
GHARAUNDA,29.541636,76.96575000000001
BAZIDA JATAN,29.613391,76.965812
KARNAL,29.694566,76.969821
BHAINI KHURD,29.751544,76.95536200000001
TARAORI,29.797906,76.93858
NILOKHERI,29.831492,76.925491
KURUKSHETRA JN,29.96944,76.852795
DHANUVACHAPURAM,8.378802,77.124352
CHATTRIPUT,18.922722,82.590027
D.A.V.C.H. JALANDHAR,31.346977000000003,75.56132
INDRAPURI,28.6283424665,77.14358825779999
GUWARIGHAT,23.110295,79.92761300000001
DELHI SAFDARJUNG,28.582121,77.186969
DHURANA,29.253606,76.803295
DUDIA,25.934458,72.902042
DUROJI,15.227107,76.70013
CHAKIA THERMAL HALT,25.4012639369,86.01624276369999
JATHA,22.0159803866,82.875333703
JHARRADIH,21.999876,83.050747
DEVAKOTTAI ROAD,10.037610999999998,78.761747
DIBAI,28.19378,78.303084
JUHI OUTER CABIN,26.4531901925,80.3239098425
LAMBIYA,25.578334,74.58561499999999
DBLG,,
DEVGARH MADRIYA,25.610206,73.855552
NHLG,,
DAYANAND NAGAR,17.456247,78.53134999999999
DABILPUR,17.674226,78.470315
JGLP,,
BAHADURGARH,28.700863,76.930886
PNSR,,
DAMNAGAR,21.688346,71.509053
ARANGHATA,23.242037,88.613551
RELANGI,16.709921,81.64411
BMY C CABIN,21.209789,81.44306300000001
DHONDI,19.106268,76.736112
NIDUBROLU,16.067904,80.557243
FAZILKA,30.408641,74.02541699999999
TADEPALLIGUDEM,16.809960999999998,81.526314
PRATTIAPADU,16.820864999999998,81.581431
BARDI HALT,21.621177,78.822411
DODAJALA LAKE,13.183156,77.652122
DHING,26.453101,92.450865
DUGDOL,24.631708,72.096828
DAGRU,30.834858,75.047442
GHOSHAWAR,25.7374211354,85.24335073670001
HAJIPUR JN,25.702909,85.2155
ENBG,,
PUDUKAD,10.420507,76.26070700000001
NELLAYI,10.392415000000002,76.275994
UTTUKULI,11.156494,77.448615
TIRUPPUR,11.108906,77.341247
SOMANUR,11.087247,77.18638
SULUR ROAD,11.049634,77.11729
IRUGUR,11.017199,77.06913399999999
SINGANALLUR,11.012921,77.03945900000001
PILAMEDU,11.033241,76.999566
COIMBATORE JN,10.997639,76.966298
PODANUR JN,10.965425,76.990125
MADUKARAI,10.900858,76.94295000000001
IRINJALAKUDA,10.339456,76.280924
CHALAKUDI,10.3017975,76.3218076
DIVINE NAGAR,10.2853993721,76.3363143628
KORATTI ANGADI,10.260123,76.355901
KARUKKUTTY,10.225757,76.373077
ANGAMALI,10.183676,76.37786
CHOVVARA,10.133064,76.37218899999999
DARJEELING,27.038151,88.263326
ALUVA,10.108163,76.356508
KALAMASSERY,10.061818,76.32695600000001
EDAPPALLY,10.034338,76.298271
ERNAKULAM TOWN,9.991582,76.2861
ETTIMADAI,10.898788,76.89715500000001
WALAYAR,10.8471810329,76.8376135147
DHABLAN,30.3379133215,76.276917865
DABPAL,18.92798,81.488923
DHING BAZAR,26.455873,92.481039
CHULLIMADA,10.837165,76.801793
KOTTEKAD,10.815731,76.693457
DALMERA,28.417832,73.65658
TIRUNETTUR,9.933729,76.30765699999999
KUMBALAM,9.906723,76.3116
AROOR HALT,9.8791031,76.30283299999999
EZHUPPUNNA,9.820288,76.302391
TURAVUR,9.772809,76.309979
ERNAKULAM JN. C,9.97806,76.28985899999999
DHANAPUR ORISSA,18.945173,82.50739300000001
DEORANIAN,28.64478,79.476473
BEGU SARAI,25.425296,86.134476
BAKHLETA,23.846381,79.96972000000001
GULABPURA,25.9027951891,74.65595449829999
RITHI,23.904168,80.140267
MORADABAD WEST,28.83865785,78.7596338837
HARTHALA,28.8719872056,78.73559542849999
GOHAD ROAD,26.480421000000003,78.439153
DHANORA DECCAN,19.4655174389,78.13275402709999
ALLAHABAD JN,25.446241,81.828816
ETAH,27.571173,78.65391899999999
GANDHIGRAM,23.02676,72.568831
BHUSAVAL JN,21.0472812,75.78867170000001
KOPAR ROAD,19.211345,73.077841
GANGATIKURI,23.71822,88.087286
KARWANDIA,24.953195,84.084599
GADRA ROAD,25.743851,70.64304
SASARAM,24.955926,84.019423
DHATRIGRAM,23.277796,88.31182199999999
SELOO ROAD,20.77665,78.71490899999999
SINDI,20.816446,78.883342
DHANSURA,23.351916,73.19870999999999
SULGARE,22.019979,82.743775
BARADWAR,22.011725,82.813724
SAKTI,22.011785000000003,82.956526
ERIODU,10.51562799,78.05712899000001
SARJU,27.111885,81.648076
GANGAIKONDAN,8.830736,77.786203
LANDAURA,29.814493,77.941557
DUGANPUR,28.658317,79.13019
CLUTTER BUCK GANJ,28.396895,79.371946
BAREILLY,28.3371543,79.4108444
NHGJ,,
DITOKCHERRA,25.090538,92.798715
BADURPUR GHAT,24.872902,92.581099
GIRDHARPUR,25.845508,76.794583
RASURIYA,28.26396,79.47445900000001
NAYAGAON,25.763263,85.099366
PARMANANDPUR,25.741291,85.133951
GAINSARI JUNCTION,27.5268392968,82.5441789069
BAPATLA,15.9086144,80.46842480000001
APPIKATLA,15.970371,80.514466
MACHAVARAM,16.025343,80.54154100000001
CHEBROL,16.819948,81.396533
GHOGARDIHA,26.282768,86.468503
BADAMPUDI,16.828104,81.473751
AMARDA ROAD,21.734258,87.102374
PERUNDURAI,11.25334,77.628672
FAQARSAR,30.189431000000003,74.57257200000001
CHAKITING,26.5616754046,94.0956546234
INGUR,11.22501,77.587299
VIJAYAMANGALAM,11.195525,77.522231
DOULTA,24.998509,78.42932499999999
TALBAHAT,25.039255,78.414552
MATATILA,25.0851,78.40284000000001
BASAI,25.142923,78.394254
BABINA,25.237832,78.451748
KHAJRAHA,25.304158,78.478365
BIJAULI,25.3764678,78.51774610000001
JHANSI A CABIN,25.41949,78.545787
JHANSI JN,25.443585,78.55298499999999
KARARI,25.530800000000003,78.509084
DATIA,25.641070000000003,78.456356
SONAGIR,25.730668,78.409099
KOTRA,25.811254,78.381661
DABRA,25.881197,78.331015
SIMARIATAL,25.9219956094,78.3042595734
ANANT PAITH,25.9553895013,78.2761320917
FARHATNAGAR,27.081164,80.143212
GAUTAMDHARA,23.3498809788,85.6329945703
GIR GADHARA,20.906347,70.919246
PHULAD,25.623979,73.81311799999999
GANGA DHAM,27.20976,81.930509
DHAMTARI,20.714515,81.550321
DHAREWADA,23.960816,72.378575
KHIMEL,25.300189,73.279577
HARDUA,23.9150542164,80.2834127417
HALDWANI,29.215097,79.533732
AKALTARA,22.029121,82.422049
HALBARGA,17.988470000000003,77.298175
GANGAKHER,18.973377,76.755511
NAILA,22.022964,82.56458900000001
KUMAHU,24.976944,83.946305
SHIU SAGAR ROAD,24.999465,83.895453
CHAMPA,22.034731,82.665149
GAUTAMPURA ROAD,23.2008894,75.68198989999999
RAIGADH ROAD,23.596666,73.183592
GODHANESHWAR,22.68118,72.36834
GULAOTHI,28.582962,77.801799
HASANABAD,22.570155,88.912953
PULLA,16.809911,81.324846
KAIKORAM,16.815341,81.36421899999999
JALESWAR,21.79749,87.22049100000001
FAIZULLAPUR,25.869213,80.893347
ERODE JN,11.327682,77.72593400000001
HARPALU,28.5690538031,75.4910470972
RASULABAD,25.826999,80.977088
SATH NARAINI,25.795325,81.03942
DESUR,15.754344,74.49801
CHINCHLI,16.571696999999997,74.855323
MATLABPUR,28.989821,78.656727
KANTH,29.059768,78.621471
MEWA NAWADA,29.118385,78.613167
SEOHARA,29.204807,78.580977
CHAKRAJ MAL,29.249784,78.536047
DHAMPUR,29.305446,78.501588
HABIBWALA,29.349034,78.47897300000001
GADHAKDA,21.237962,71.38171899999999
PURAINI,29.388929,78.445574
NAGINA,29.437919,78.424119
BUNDKI,29.522577,78.3932854
GYANPUR ROAD,25.280144011,82.4272883557
MURSHADPUR,29.57239523,78.3756456903
NAJIBABAD JN,29.60354,78.335733
FAZALPUR,29.5937410175,78.27795372130001
CHANDOK,29.576786,78.152782
BALAWALI,29.6274345,78.1124328
RAISI,29.6928321018,78.0664335504
ADESAR,23.5529783995,70.9720505023
HARIHAR,14.515431,75.812314
GANGUWADA,18.66763705,84.1072235
GURHI,21.629554,76.58074500000001
HANUMANGARH JN,29.614904,74.297633
ANGADIPPURAM,10.979489,76.20734300000001
PHILLAUR JN,31.016907,75.78576100000001
LADHOWAL,31.016957,75.78581100000001
LUDHIANA JN,30.912367,75.84787299999999
DHANDARIKALAN BLOCK HUT,30.894741,75.87188
KIWAR KHED,21.186952,76.8767
DHANDARI KALAN,30.874477,75.90949099999999
SANAHWAL,30.837436,75.9795
DORAHA,30.804137,76.04330300000001
JASPALON,30.7847375851,76.0801522656
CHAWAPALL,30.7594625741,76.127464975
KHANNA,30.707973,76.22513400000001
GOVINDGARH,30.6694834261,76.2970739075
SIRHIND JN,30.624222,76.383194
SADHOO GARH,30.5828632034,76.44847259640001
SARAI BANJARA,30.538386,76.515682
RAJPURA JN,30.486458949,76.5940201901
SAMBHU,30.4290274715,76.684143667
CHODIALA,29.896398,77.738546
IQBALPUR,29.875114,77.803799
ROORKEE,29.851671,77.87417
DHANDHERA,29.8434029837,77.9019227979
DAUSNI,29.784745,77.979636
CHANNAPATNA,12.659673000000002,77.203824
KATHGHAR,28.826066,78.796689
DALPATPUR,28.820438,78.87718699999999
MUNDHA PANDE,28.800367,78.939038
RAMPUR,28.778863,79.023419
SHAHZAD NAGAR,28.750033,79.05214699999999
DHAMORA,28.707129,79.087745
AMBIKA BHAWANI HALT,25.751433665,84.9690033484
DIGHWARA,25.743938,85.003168
SITALPUR,25.76874,85.03663800000001
JIWDHARA,26.581722,84.906874
AGHWANPUR,28.939542,78.702865
KHARI AMRAPUR,23.390711,72.913948
IBRAHIMPUR,16.802926,75.719362
JUNAGADH JN,21.530606,70.457612
JALIYA,21.8163569109,71.6324910046
INDUPALLI,16.479094,80.87706899999999
DODBELE,13.216441,77.351193
KHURMABAD ROAD,25.021489000000003,83.848303
JAMADOBU,23.715139,86.410031
KUDRA,25.048552,83.79337100000001
PUSAULI,25.097235,83.72151
SITAMPET,16.797409,81.211206
JHAMATPUR BAHARAN,23.749987,88.098669
AMBALA CITY,30.378497,76.763996
JIRAT,23.098255,88.461461
BHIMADOLU,16.80848173,81.26109679
JERTHI DADHIA,27.731618001396782,75.2010774705559
LAKSHANNATH ROAD,21.842011,87.25095300000001
JUGIJAN,26.028001,92.81771
JAMGURI,26.3877071452,93.9604479663
CANSAULIM,15.344532,73.897226
BURHPURA,25.211179,78.42955
INDEMAU,26.318344,80.767021
KASTURI,27.139983,81.728838
MAIJAPUR,27.141734,81.773788
JUNNOR DEO,22.191279,78.592052
GONDA KACHAHRI,27.1402272205,81.93402688110001
BARUACHAK,27.122672,82.055181
JOGAL,21.696442,86.88271399999999
ICHAULI,25.520955,80.178833
MOTIGANJ,27.101387,82.103635
JHILAHI,27.0726040433,82.17287785639999
KACHNA,25.6337383216,88.0246425354
BELA BELA,26.137192375,81.2487596802
JANWAL,18.55964,76.75514700000001
JADAR,23.745814000000003,72.952369
JOJWA,22.253213,73.642431
MANKAPUR JN,27.039058,82.227648
LAKHPAT NAGAR,27.0276257858,82.2775887885
MASKANWA,27.0013792301,82.3597396039
ANANGUR,11.39694,77.820053
PAWAPURI ROAD HALT,25.160225,85.512918
S NARAYAN CHPLA,26.9810021017,82.3961659851
HASANBAZAR HALT,25.2665823122,84.34929577759999
BAHMAN JYOTIA,26.9662637829,82.4273550012
PARSA TEWARI,26.95565,82.45215499999999
JHUSI,25.431145,81.91664399999999
GOVINDNAGAR,26.864223000000003,82.707468
BASTI,26.815678,82.77005899999999
ORWARA,26.802389,82.83031100000001
CHUREB,26.782155,82.97763599999999
MANANWALA,31.612827000000003,74.96656200000001
JANDIALA,31.589979,75.05441200000001
TANGRA,31.576426,75.107232
JASWANTGARH,27.668988,74.44396800000001
BUTARI,31.556444,75.183274
BABA BAKALARAYA,31.541835000000003,75.238827
BEAS,31.5193738,75.2908085
DHILWAN,31.498953,75.335011
RAMIDI HALT,31.4659508779,75.4078429907
KAURIAA JUNGLE,26.881072,83.29979800000001
HAMIRA,31.45628,75.432702
KARTARPUR,31.432388,75.492544
SURA NUSSI,31.380553,75.541964
PUNTHOTTAM,10.93262802,79.65731229
LOHA,28.006921,74.619424
BABA SODHAL NAGAR,31.3530203474,75.5648681348
JALANDHAR CITY,31.331665,75.591499
KURABALAKOTA,13.666284,78.48584299999999
JALANDHAR CANT,31.306235,75.63210600000001
AMBIKESHWAR,26.368567,77.963828
CHIHERU,31.262694745,75.70669127869999
MAULI HALT,31.175,75.769234
MAULA ALI,31.17531,75.769544
GORAYA,31.129722,75.77419300000001
JUTOGH,31.100734,77.122043
JAMALPUR SHAIKHAN,29.699949,75.857438
BHATIAN,31.071444,75.780007
PANCHPATIA DEORIA HALT,25.7687306557,84.9361293799
KHARBAO,19.297247,72.983444
KELA DEVI,27.015612,77.329069
KORADACHERI,10.771022,79.49003499999999
SHRI GHASINAGAR,27.0865148373,76.6268054126
KOLAGHAT,22.4343309193,87.879653656
BIWAI,27.1106230397,76.6960924713
KUSMHI,26.72824,83.453837
NAINI,25.393138,81.86004199999999
CHITAHRA,24.862627000000003,80.842854
SATNA,24.568619,80.827717
